unique_id,name,theme,entity,type,investment ,lga,feature_type,lat,long,description
I_0489,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Melbourne,Point,-37.79699321,144.9276471,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 56 Derby Street, Kensington."
I_0491,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Melbourne,Point,-37.79802715,144.9275515,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 94 Ormond Street, Kensington."
I_0492,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Melbourne,Point,-37.79161365,144.9410247,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 33 Alfred Street, North Melbourne."
I_0493,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Melbourne,Point,-37.7952007,144.9404537,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 76 Canning Street, North Melbourne."
I_0480,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Merri-bek,Point,-37.77516738,144.956952,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 351 Barkly Street, Brunswick."
I_0168,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Port Phillip,Point,-37.84641683,144.9489617,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 150 Victoria Avenue (Layfield Court), Albert Park."
I_0494,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Port Phillip,Point,-37.83581749,144.9575021,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 332 Park Street (Park Towers), South Melbourne."
I_0495,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Port Phillip,Point,-37.83213055,144.9618012,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 200 Dorcas Street (Emerald Hill), South Melbourne."
I_0465,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Hobsons Bay,Point,-37.86111718,144.9017582,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 235 Nelson Place, Williamstown."
I_0469,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Port Phillip,Point,-37.86463904,144.9891665,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 150 Inkerman Street (Inkerman Heights), St Kilda."
I_0466,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.84963551,144.9953269,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 25 King Street, Prahran."
I_0470,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.84713568,144.9961663,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 259 Malvern Road, South Yarra."
I_0610,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.84539095,144.9958426,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 2 Simmons Street, South Yarra."
I_0473,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.85366541,144.9863695,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 49 Union Street (Loxton Lodge), Windsor."
I_0611,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.8497643,144.9962276,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 27 King Street, Prahran."
I_0467,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.81264818,144.9994699,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 112 Elizabeth Street, Richmond."
I_0468,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.81476341,144.9965806,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 139 Highett Street, Richmond."
I_0612,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.81221703,144.9961928,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 106 Elizabeth Street, Richmond."
I_0613,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.81203532,144.997413,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 108 Elizabeth Street, Richmond."
I_0614,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.8123785,144.998448,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 110 Elizabeth Street, Richmond."
I_0483,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80195248,144.9917842,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 229 Hoddle Street, Collingwood."
I_0615,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80105389,144.9920041,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 253 Hoddle Street, Collingwood."
I_0484,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80145639,144.9875657,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 240 Wellington Street, Collingwood."
I_0485,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80419167,144.9792859,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 125 Napier St, Fitzroy.reet"
I_0616,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80539115,144.9791786,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 95 Napier Street, Fitzroy."
I_0617,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80461552,144.9778536,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 90 Brunswick Street, Fitzroy."
I_0618,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Yarra,Point,-37.80346689,144.9779877,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 140 Brunswick Street, Fitzroy."
I_0619,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Melbourne,Point,-37.79202424,144.9415408,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 12 Sutton Street, North Melbourne."
I_0620,Cooling our public housing towers,Public Housing,"Department of Families, Fairness and Housing",Housing Assistance,$141.4 million*,Stonnington,Point,-37.84674082,144.9977069,"Funding is provided to install air conditioners in Victoria’s public housing high-rise tower dwellings which are home to over 13,000 Victorians across more than 40 towers. This includes 1 Surrey Road, South Yarra."
I_0170,Free public access to Wi-Fi in Melbourne,Strong Communities,Department of Government Services,Digital strategy and transformation,$1.5 million,Melbourne,LGA,-37.81238,144.96221,Funding is provided to keep the public Wi-Fi access free and available in Melbourne’s CBD until April 2025.
I_0173,Doing what matters for local communities – local government,Strong Communities,Department of Government Services,Local Government,"$400,000*",Maribyrnong,LGA,-37.79873,144.89176,Funding is provided for Maribyrnong and Whittlesea City Councils for better streetscape in Footscray and public facilities in Laurimar.
I_0174,Doing what matters for local communities – local government,Strong Communities,Department of Government Services,Local Government,"$400,000*",Whittlesea,LGA,-37.58669,145.12733,Funding is provided for Maribyrnong and Whittlesea City Councils for better streetscape in Footscray and public facilities in Laurimar.
I_0194,Supporting local communities and high-quality care for Victorians,Health,Department of Health,Community Health Care,"$280,000",,Statewide,,,"Funding is provided to community-based services, including the Home and Community Care Program for Younger People, health services for vulnerable and disadvantaged Victorians, and palliative care."
I_0203,"Alcohol and other drug treatment, support and harm reduction services",Mental Health,Department of Health,Drug Treatment and Rehabilitation ,$160.2 million,,Statewide,,,Funding is provided to continue delivery of core alcohol and other drug (AOD) services.
I_0210,"More support for mums, dads and babies",Health,Department of Health,Maternal and Child Health and Early Parenting Services,$86.3 million,,Statewide,,,Funding supports additional health care for new families.
I_0212,High quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$156.6 million,,Statewide,,,"Funding is provided towards bed-based services treating the acutely unwell in the mental health system, those at risk of becoming acutely unwell and those in recovery."
I_0223,Mental Health and Wellbeing Locals,Mental Health,Department of Health,Mental Health Community Support Services,$90.5 million,,Statewide,,,"Funding is providing mental health treatment and wellbeing support, delivered by a multidisciplinary team."
I_0228,Community hospitals commissioning,Health,Department of Health,Non-Admitted Services,$34.2 million,Hume,Point,-37.5763157,144.73467,"Funding is provided for the Sunbury Community Hospital expansion to improve access to healthcare for low complexity cases, reducing the need to present to acute hospitals and emergency departments."
I_0230,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Baw Baw,LGA,-38.11409569,145.8930478,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the new hospital in West Gippsland."
I_0231,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Maroondah,Point,-37.79785552,145.2805146,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Queen Elizabeth II Hospital."
I_0232,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Whittlesea,Point,-37.64734858,144.9843921,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Northern Hospital."
I_0233,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Banyule,Point,-37.7561593,145.0588425,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Austin Hospital."
I_0234,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services ,$320 million*,Monash,Point,-37.92248188,145.125928,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Monash Medical Centre."
I_0235,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Greater Dandenong,Point,-37.97630637,145.2191847,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Dandenong Hospital."
I_0236,Hospital Infrastructure Delivery Fund ,Health,Department of Health,Admitted Services,$320 million*,Bass Coast,Point,-38.60725341,145.5817204,"Funding is provided to boost capacity, improve infrastructure and ensure Victorians receive the highest quality health care. This includes the Wonthaggi Hospital."
I_0238,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Ballarat,Point,-37.55870519,143.8473214,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Ballarat Base Hospital."
I_0239,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Greater Shepparton,Point,-36.36352838,145.405105,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Goulburn Valley Health in Shepparton."
I_0240,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Brimbank,Point,-37.75925612,144.8168048,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Sunshine Hospital."
I_0241,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Whittlesea,Point,-37.64734858,144.9843921,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes the Northern Hospital in Epping."
I_0242,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Wyndham,Point,-37.88693385,144.6972829,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Werribee Mercy Hospital."
I_0243,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Warrnambool,Point,-38.37985743,142.4736074,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Warrnambool Base Hospital."
I_0244,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Frankston,Point,-38.15130025,145.1301756,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Frankston Hospital."
I_0245,More PET scanners for Victorian hospitals,Health,Department of Health,Admitted Services,$44 million*,Wangaratta,Point,-36.35164806,146.322235,"This investment will improve Victoria’s clinical capacity to assess cancers, neurological diseases and cardiovascular diseases of the community. This includes Northeast Health in Wangaratta."
I_0246,A new ambulance station for Armstrong Creek,Health,Department of Health,Ambulance Emergency Services; Ambulance Non-Emergency Services,$30.4 million,Greater Geelong,LGA,-38.23993406,144.3534686,Funding is provided for a new ambulance station in Armstrong Creek to improve ambulance response times and better support paramedics in the City of Greater Geelong and surrounding regions.
I_0247,Redevelopment of Thomas Embling Hospital – Stage 3,Mental Health,Department of Health,Mental Health Clinical Care,$53.2 million,Yarra,Point,-37.78886235,145.0125673,"Funding is provided for planning and development, including detailed design, for Stage 3 of the Redevelopment of Thomas Embling Hospital."
I_0249,Better aged care services for regional Victorians,Regional Investment,Department of Health,Residential Aged Care; Clinical Care,$162.2 million*,Gannawarra,Point,-35.79999204,144.2138475,Funding is provided to deliver better aged care services for rural and regional Victorians. This includes Cohuna District Hospital.
I_0250,Better aged care services for regional Victorians,Regional Investment,Department of Health,Residential Aged Care; Clinical Care,$162.2 million*,Wellington,Point,-37.96079489,146.9826563,Funding is provided to deliver better aged care services for rural and regional Victorians. This includes Maffra District Hospital.
I_0251,Better aged care services for regional Victorians,Regional Investment,Department of Health,Residential Aged Care; Clinical Care,$162.2 million*,Moira,Point,-36.09913569,145.4435172,Funding is provided to deliver better aged care services for rural and regional Victorians. This includes Numurkah Hospital.
I_0262,Bendigo Art Gallery redevelopment,Regional Investment,"Department of Jobs, Skills, Industry and Regions",Regional Development,$21 million,Greater Bendigo,Point,-36.75742,144.27647,Funding is provided to support a major redevelopment of the Bendigo Art Gallery.
I_0263,Bendigo Regional Employment Precinct,Regional Investment,"Department of Jobs, Skills, Industry and Regions",Regional Development,$6 million,Greater Bendigo,LGA,-36.75328,144.11415,Funding is provided to support the delivery of planning works and build enabling infrastructure in the Bendigo Regional Employment Precinct.
I_0266,Doing what matters for local communities – regions,Regional Investment,"Department of Jobs, Skills, Industry and Regions",Regional Development,"$200,000",Greater Geelong,Point,-38.17239,144.71502,Funding is provided to upgrade St Leonards Progress Association Hall and the continuation and maintenance of the Warrnambool Community Garden.
I_0267,Doing what matters for local communities – regions,Regional Investment,"Department of Jobs, Skills, Industry and Regions",Regional Development,"$200,000",Warrnambool,LGA,-38.38383,142.50358,Funding is provided to upgrade St Leonards Progress Association Hall and the continuation and maintenance of the Warrnambool Community Garden.
I_0275,Stawell Gift 2024 – 2027,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sport and Recreation,$1.7 million,Northern Grampians,Point,-37.0582559,142.774673,Funding is provided to support delivery of the Stawell Gift from 2024 to 2027 and the operations of Stawell Gift Event Management.
I_0283,Go Fishing Victoria ,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sustainably Managed Fish and Boating Resources,$10 million,Greater Shepparton,LGA,-36.52697,145.35051,Funding is provided to increase production of Victorian fish stocks. This includes Arcadia Hatchery.
I_0284,Go Fishing Victoria ,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sustainably Managed Fish and Boating Resources,$5 million,Murrindindi,LGA,-37.32254,145.90417,Funding is provided to increase production of Victorian fish stocks. This includes Snobs Creek Hatchery.
I_0285,Go Fishing Victoria ,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sustainably Managed Fish and Boating Resources,"$200,000",Bass Coast,LGA,-38.40822,145.42334,Funding is provided to increase production of Victorian fish stocks. This includes Lakes Entance Oyster Farm.
I_0286,Go Fishing Victoria ,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sustainably Managed Fish and Boating Resources,"$250,000",East Gippsland,LGA,-37.86706,148.0014,Funding is provided to increase production of Victorian fish stocks. This includes Corinella Boating and Angling Club.
I_0287,Recreational boating infrastructure improvements,Sports and Recreation,"Department of Jobs, Skills, Industry and Regions",Sustainably Managed Fish and Boating Resources,$4.4 million,Baw Baw,Point,-37.99969,145.92415,Funding is provided to develop a new boating facility.
I_0300,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Melton,Point,-37.68317,144.58291,"Funding is provided for the Building Better TAFE Fund to improve lifelong education pathways, including a new TAFE campus in Melton."
I_0301,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Hume,LGA,-37.57871,144.71065,"Funding is provided for the Building Better TAFE Fund to improve lifelong education pathways, including a new TAFE campus in Sunbury."
I_0302,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Greater Geelong,Point,-38.14608,144.35509,"Funding is provided for the Building Better TAFE Fund to improve lifelong education pathways, at the Gordon TAFE Geelong."
I_0303,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Mount Alexander,Point,-37.06311,144.21898,"Funding is provided for the Building Better TAFE Fund to improve lifelong education pathways, at the Bendigo TAFE Castlemaine campus."
I_0304,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Ballarat,Point,-37.56387,143.85732,"Funding is provided for the TAFE Clean Energy Fund to improve workforce skills and capacity in the clean energy sector, at Federation TAFE."
I_0305,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Latrobe,Point,-38.23956,146.42255,"Funding is provided for the TAFE Clean Energy Fund to improve workforce skills and capacity in the clean energy sector, at TAFE Gippsland's Morewell campus."
I_0306,Building Better TAFE Fund,Education,"Department of Jobs, Skills, Industry and Regions","Training, Higher Education and Workforce Development",$170 million*,Colac Otway,Point,-38.34051,143.58893,"Funding is provided for the TAFE Clean Energy Fund to improve workforce skills and capacity in the clean energy sector, at South West TAFE."
I_0315,Implementing a new and sustainable clinical forensic medicine service model ,Justice,Department of Justice and Community Safety,Forensic Justice Services ,$19.5 million,Melbourne,Point,-37.82419,144.96446,Funding is provided to the Victorian Institute for Forensic Medicine to implement a new clinical forensic medicine service model that increases workforce capacity to meet the needs of victim survivors of sexual violence and harm.
I_0337,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Greater Bendigo,Point,-36.53664,144.20664,Funding is provided to redevelop local emergency service facilities. This includes the Country Fire Authority (CFA) station at Raywood.
I_0338,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Wellington,Point,-38.56545,146.67668,Funding is provided to redevelop local emergency service facilities. This includes the Country Fire Authority (CFA) station at Yarram.
I_0339,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Murrindindi,Point,-37.48099,145.25699,Funding is provided to redevelop local emergency service facilities. This includes the Country Fire Authority (CFA) station at Kinglake West.
I_0340,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Golden Plains,Point,-38.04709,144.17103,Funding is provided to redevelop local emergency service facilities. This includes the Victoria State Emergency Service (VICSES) facility at Bannockburn.
I_0341,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Mitchell,Point,-37.30716,144.95113,Funding is provided to redevelop local emergency service facilities. This includes the Victoria State Emergency Service (VICSES) facility at Kilmore.
I_0342,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Greater Geelong,Point,-38.29204,144.40347,Funding is provided to redevelop local emergency service facilities. This includes the upgrade of the Life Saving Victoria facility at Bancoora.
I_0343,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Port Phillip,Point,-37.83999,144.91538,Funding is provided to redevelop local emergency service facilities. This includes the upgrade of the Life Saving Victoria facility at Port Melbourne.
I_0344,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Frankston,LGA,-38.11697,145.19715,Funding is provided for additional works at the Frankston VICSES satellite facility at Skye.
I_0345,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Greater Dandenong,Point,-38.00437,145.16133,Funding is provided to progress planning for a future upgrade of the Keysborough CFA facility.
I_0346,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Maribyrnong,Point,-37.80276,144.86775,Funding is provided to progress planning for a future upgrade of the Footscray VICSES facility.
I_0347,Delivering emergency services upgrades,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$34.2 million*,Queenscliffe,LGA,-38.26921,144.65903,"Funding is provided to support emergency services, this includes purchasing a new marine rescue vessel for Queenscliff"
I_0350,Replacement of critical police facilities ,Justice,Department of Justice and Community Safety,Policing and Community Safety,$1.3 million,Campaspe,Point,-36.36314,144.69926,Funding is provided to replace the flood impacted Rochester Police Station on the site of the current station.
I_0353,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Melton,LGA,-37.79281499,144.5577617,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Eynesbury to Melton."
I_0354,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Moorabool,LGA,-37.68900489,144.4130573,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Maddingly."
I_0355,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Casey,LGA,-38.07455821,145.335438,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Berwick to Clyde North."
I_0356,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Casey,LGA,-38.07556131,145.3441788,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Berwick to Clyde North."
I_0357,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Wyndham,LGA,-37.85711085,144.6489806,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Werribee to Tarneit."
I_0358,Delivering Victoria's Bus Plan,Public Transport,Department of Transport and Planning,Bus Services,$36.4 million*,Wyndham,LGA,-37.85560088,144.7472344,"Funding is provided to deliver Victoria’s Bus Plan, including maintaining and improving bus networks. This includes Tarneit to Williams Landing."
I_0373,"More piers, jetties and opportunities",Strong Communities,Department of Transport and Planning,Ports and Freight,$46.8 million*,Hobsons Bay,LGA,-37.86340368,144.9079062,"Funding is provided to undertake critical works on Workshops Pier and to rebuild Dromana Pier, St Leonards Pier and Warneet Jetties."
I_0374,"More piers, jetties and opportunities",Strong Communities,Department of Transport and Planning,Ports and Freight,$46.8 million*,Mornington Peninsula,Point,-38.33177315,144.9648877,"Funding is provided to undertake critical works on Workshops Pier and to rebuild Dromana Pier, St Leonards Pier and Warneet Jetties."
I_0375,"More piers, jetties and opportunities",Strong Communities,Department of Transport and Planning,Ports and Freight,$46.8 million*,Greater Geelong,Point,-38.17037923,144.7192653,"Funding is provided to undertake critical works on Workshops Pier and to rebuild Dromana Pier, St Leonards Pier and Warneet Jetties."
I_0376,"More piers, jetties and opportunities",Strong Communities,Department of Transport and Planning,Ports and Freight,$46.8 million*,Casey,Point,-38.22719376,145.3081521,"Funding is provided to undertake critical works on Workshops Pier and to rebuild Dromana Pier, St Leonards Pier and Warneet Jetties."
I_0377,"More piers, jetties and opportunities",Strong Communities,Department of Transport and Planning,Ports and Freight,$46.8 million*,Casey,Point,-38.22061252,145.3109821,"Funding is provided to undertake critical works on Workshops Pier and to rebuild Dromana Pier, St Leonards Pier and Warneet Jetties."
I_0380,Delivering Better Local Roads  ,Roads,Department of Transport and Planning,Road Operations,$61.6 million*,Banyule,LGA,-37.71598272,145.1349076,"Funding is provided to deliver a package of local road safety upgrades for motorists, pedestrians and cyclists. This includes the shared user path between Montmorency Station and Eltham Station."
I_0381,Delivering Better Local Roads  ,Roads,Department of Transport and Planning,Road Operations,$61.6 million*,Monash,LGA,-37.86835869,145.1050829,"Funding is provided to deliver a package of local road safety upgrades for motorists, pedestrians and cyclists. This includes safer and better shared user paths in Ashwood."
I_0382,Delivering Better Local Roads  ,Roads,Department of Transport and Planning,Road Operations,$61.6 million*,Cardinia,Point,-37.95113423,145.5455274,"Funding is provided to deliver a package of local road safety upgrades for motorists, pedestrians and cyclists. This includes the installation of electronic variable speed signs at Gembrook Primary School."
I_0383,Delivering Better Local Roads  ,Roads,Department of Transport and Planning,Road Operations,$61.6 million*,Monash,LGA,-37.92861103,145.1282299,"Funding is provided to deliver a package of local road safety upgrades for motorists, pedestrians and cyclists. This includes the installation of electronic speed signs at Centre Road, Clayton."
I_0384,Delivering Better Local Roads  ,Roads,Department of Transport and Planning,Road Operations,$61.6 million*,Glen Eira,Point,-37.91915773,145.0468614,"Funding is provided to deliver a package of local road safety upgrades for motorists, pedestrians and cyclists. This includes a safer pedestrian crossing at Bentleigh Greek Orthodox Church on Centre Road."
