unique_id,name,theme,entity,type,investment,lga,feature_type,lat,long,description
I_0067,Making public land safe from contamination,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$2.9 million*,Northern Grampians (S),Point,-37.058172,142.773674,Work will begin to remediate contaminated public land to minimise harm to the community and the environment and provide safe recreation and visitation sites.
I_0068,Making public land safe from contamination,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$2.9 million*,Hepburn (S),Point,-37.297923,144.251689,Work will begin to remediate contaminated public land to minimise harm to the community and the environment and provide safe recreation and visitation sites.
I_0069,Making public land safe from contamination,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$2.9 million*,Moira (S),Point,-36.001511,145.634455,Work will begin to remediate contaminated public land to minimise harm to the community and the environment and provide safe recreation and visitation sites.
I_0070,Making public land safe from contamination,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$2.9 million*,Colac-Otway (S),Point,-38.669134,143.861575,Work will begin to remediate contaminated public land to minimise harm to the community and the environment and provide safe recreation and visitation sites.
I_0071,Making public land safe from contamination,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$2.9 million*,Corangamite (S),Point,-38.699194,143.160395,Work will begin to remediate contaminated public land to minimise harm to the community and the environment and provide safe recreation and visitation sites.
I_0081,Great Ocean Road management reforms,Environment and Parkland,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$4.5 million,Colac-Otway (S),Point,-38.766067,143.667183,"Funding is provided to transfer public land management to the new Great Ocean Road Coast and Parks Authority, establish sustainable revenue streams and continue to develop a strategic framework plan to ensure a coherent and coordinated approach to the management of the Great Ocean Road and its landscapes."
I_0085,Zoos Victoria Kids Free policy ,Strong Communities,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$20 million*,Melbourne (C),Point,-37.784118,144.951579,"Funding is provided to allow children under 16 years of age to continue to enjoy free access to Melbourne Zoo, Healesville Sanctuary and Werribee Open Range Zoo on weekends, public holidays and during school holidays."
I_0086,Zoos Victoria Kids Free policy ,Strong Communities,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$20 million*,Yarra Ranges (S),Point,-37.681662,145.529869,"Funding is provided to allow children under 16 years of age to continue to enjoy free access to Melbourne Zoo, Healesville Sanctuary and Werribee Open Range Zoo on weekends, public holidays and during school holidays."
I_0087,Zoos Victoria Kids Free policy ,Strong Communities,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$20 million*,Wyndham (C),Point,-37.922607,144.667359,"Funding is provided to allow children under 16 years of age to continue to enjoy free access to Melbourne Zoo, Healesville Sanctuary and Werribee Open Range Zoo on weekends, public holidays and during school holidays."
I_0091,Revitalising Central Geelong,Regional Investment,"Department of Environment, Land, Water and Planning","Planning, Building and Heritage",$0.6 million,Greater Geelong (C),Point,-38.149818,144.361724,Funding is provided to support the Geelong Authority to deliver the Revitalising Central Geelong Action Plan.
I_0093,EPA step-in high-risk waste sites,Environment and Parkland,"Department of Environment, Land, Water and Planning",Statutory Activities and Environment Protection,$14.1 million*,West Wimmera (S),Point,-36.378349,141.237002,"The Environment Protection Authority (EPA) will continue to remediate two high-risk waste sites located in Kaniva and Campbellfield, to protect the community and the environment."
I_0094,EPA step-in high-risk waste sites,Environment and Parkland,"Department of Environment, Land, Water and Planning",Statutory Activities and Environment Protection,$14.1 million*,Hume (C),Point,-37.667243,144.954644,"The Environment Protection Authority (EPA) will continue to remediate two high-risk waste sites located in Kaniva and Campbellfield, to protect the community and the environment."
I_0097,Mt Baw Baw Alpine Resort wastewater plant ,Regional Investment,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$4 million,Baw Baw (S),Point,-37.839986,146.263328,The ageing wastewater plant and sewerage network will be replaced at the Mt Baw Baw Alpine Resort to reduce environmental impacts and ensure amenity at the site is maintained.
I_0132,Shrine of Remembrance,Strong Communities,"Department of Families, Fairness and Housing",Support to Veterans in Victoria,$6 million,Melbourne (C),Point,-37.830629,144.973491,"Funding is provided to address critical safety and security issues at the Shrine of Remembrance, including upgrades and maintenance to stairs and lighting towers, and installation of security measures and ramps."
I_0136,Strengthening youth participation and connection,Strong Communities,"Department of Families, Fairness and Housing",Youth,$7 million*,Swan Hill (RC),Point,-35.339632,143.553275,Funding is provided to continue initiatives that support young people at risk of disengagement.
I_0137,Strengthening youth participation and connection,Strong Communities,"Department of Families, Fairness and Housing",Youth,$7 million*,Warrnambool (C),Point,-38.368532,142.498139,Funding is provided to continue initiatives that support young people at risk of disengagement.
I_0138,Strengthening youth participation and connection,Strong Communities,"Department of Families, Fairness and Housing",Youth,$7 million*,Latrobe (C),Point,-38.227804,146.414438,Funding is provided to continue initiatives that support young people at risk of disengagement.
I_0139,Strengthening youth participation and connection,Strong Communities,"Department of Families, Fairness and Housing",Youth,$7 million*,Ballarat (C),Point,-37.562581,143.850308,Funding is provided to continue initiatives that support young people at risk of disengagement.
I_0145,Expanding adult emergency departments,Health,Department of Health,Acute Health Services,$5.7 million*,Maroondah (C),Point,-37.80699,145.254499,"Funding is provided for service and capital planning to determine the future requirements of adult emergency departments at Maroondah Hospital, Casey Hospital, Northern Hospital, Werribee Mercy Hospital and Austin Hospital."
I_0146,Expanding adult emergency departments,Health,Department of Health,Acute Health Services,$5.7 million*,Casey (C),Point,-38.04514,145.346081,"Funding is provided for service and capital planning to determine the future requirements of adult emergency departments at Maroondah Hospital, Casey Hospital, Northern Hospital, Werribee Mercy Hospital and Austin Hospital."
I_0147,Expanding adult emergency departments,Health,Department of Health,Acute Health Services,$5.7 million*,Whittlesea (C),Point,-37.652869,145.014226,"Funding is provided for service and capital planning to determine the future requirements of adult emergency departments at Maroondah Hospital, Casey Hospital, Northern Hospital, Werribee Mercy Hospital and Austin Hospital."
I_0148,Expanding adult emergency departments,Health,Department of Health,Acute Health Services,$5.7 million*,Wyndham (C),Point,-37.887083,144.698118,"Funding is provided for service and capital planning to determine the future requirements of adult emergency departments at Maroondah Hospital, Casey Hospital, Northern Hospital, Werribee Mercy Hospital and Austin Hospital."
I_0149,Expanding adult emergency departments,Health,Department of Health,Acute Health Services,$5.7 million*,Banyule (C),Point,-37.756413,145.058655,"Funding is provided for service and capital planning to determine the future requirements of adult emergency departments at Maroondah Hospital, Casey Hospital, Northern Hospital, Werribee Mercy Hospital and Austin Hospital."
I_0168,Delivering more hospital beds for Melbourne's East (Angliss Hospital Expansion Stage 2),Health,Department of Health,Acute Health Services,$99 million,Knox (C),Point,-37.898631,145.314105,Funding is provided to deliver an expansion of the Angliss Hospital including a new in-patient unit.
I_0169,Building a world-class hospital in Maryborough,Health,Department of Health,Acute Health Services,$95 million,Central Goldfields (S),Point,-37.045003,143.736959,"Funding is provided to construct a new two-level building that will improve patient services, amenity and accessibility with early works to commence in 2022."
I_0170,Building emergency departments kids and families can count on,Health,Department of Health,Acute Health Services,$100 million*,Maroondah (C),Point,-37.80699,145.254499,"Funding is provided to construct dedicated children’s emergency departments at Northern Hospital, Frankston Hospital, Casey Hospital, Maroondah Hospital and University Hospital Geelong."
I_0171,Building emergency departments kids and families can count on,Health,Department of Health,Acute Health Services,$100 million*,Casey (C),Point,-38.04514,145.346081,"Funding is provided to construct dedicated children’s emergency departments at Northern Hospital, Frankston Hospital, Casey Hospital, Maroondah Hospital and University Hospital Geelong."
I_0172,Building emergency departments kids and families can count on,Health,Department of Health,Acute Health Services,$100 million*,Whittlesea (C),Point,-37.652869,145.014226,"Funding is provided to construct dedicated children’s emergency departments at Northern Hospital, Frankston Hospital, Casey Hospital, Maroondah Hospital and University Hospital Geelong."
I_0173,Building emergency departments kids and families can count on,Health,Department of Health,Acute Health Services,$100 million*,Frankston (C),Point,-38.150791,145.128628,"Funding is provided to construct dedicated children’s emergency departments at Northern Hospital, Frankston Hospital, Casey Hospital, Maroondah Hospital and University Hospital Geelong."
I_0174,Building emergency departments kids and families can count on,Health,Department of Health,Acute Health Services,$100 million*,Greater Geelong (C),Point,-38.152092,144.36532,"Funding is provided to construct dedicated children’s emergency departments at Northern Hospital, Frankston Hospital, Casey Hospital, Maroondah Hospital and University Hospital Geelong."
I_0178,Austin Hospital Central Sterile Services Department,Health,Department of Health,Acute Health Services,$7.8 million,Banyule (C),Point,-37.756413,145.058655,Funding is provided to expand capacity of the Central Sterile Services Department at the Austin Hospital by installing four new batch washers and one trolley washer with related infrastructure works.
I_0179,Echuca Wellness Centre ,Health,Department of Health,Acute Health Services,$8.3 million,Campaspe (S),Point,-36.146136,144.744881,"Funding is provided to build a new purpose-built cancer and wellness centre in Echuca to improve the access, comfort and amenities for patients and provide a more efficient working environment for staff."
I_0180,Swan Hill District Hospital Emergency Department Upgrade,Health,Department of Health,Acute Health Services,$48.7 million,Swan Hill (RC),Point,-35.340321,143.556769,Funding is provided to construct a new Emergency Department including medical imaging at Swan Hill District Hospital to replace the current outdated emergency department.
I_0183,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Casey (C),Point,-38.106024,145.277293,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0184,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Cardinia (S),Point,-38.07374,145.485393,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0185,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Surf Coast (S),Point,-38.33361,144.316562,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0186,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Whittlesea (C),Point,-37.513538,145.114592,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0187,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Nillumbik (S),Point,-37.714911,145.157972,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0188,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Wyndham (C),Point,-37.917757,144.745468,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0189,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Hume (C),Point,-37.594158,144.933359,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0190,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Hume (C),Point,-37.58137,144.713653,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0191,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Bass Coast (S),Point,-38.490409,145.203425,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0192,Ten new community hospitals to give patients the best care,Health,Department of Health,Acute Health Services,$556 million*,Port Phillip (C),Point,-37.827551,144.902585,"Funding is provided to construct and expand 10 community hospitals in Craigieburn, Cranbourne, Pakenham, Phillip Island, Sunbury, Torquay, Mernda, Eltham, Point Cook and the inner south of Melbourne."
I_0194,Additional acute mental health beds in Warrnambool,Mental Health,Department of Health,Mental Health and Wellbeing,$11 million,Warrnambool (C),Point,-38.379825,142.473427,Funding is provided to deliver an additional five acute mental health beds at the mental health Acute Inpatient Unit at Warrnambool.
I_0195,Alcohol and other Drugs Residential Rehabilitation Treatment Expansion,Health,Department of Health,Acute Health Services,$9.4 million,Brimbank (C),Point,-37.75757,144.816351,Funding is provided to deliver an additional 10 beds and refurbish support areas at Westside Lodge in Sunshine to provide dual diagnosis and integrated treatment for both mental health and alcohol and other drug clients.
I_0196,Expanding and improving bed-based forensic mental health services: Thomas Embling Hospital,Mental Health,Department of Health,Mental Health and Wellbeing,$349.6 million,Yarra (C),Point,-37.789244,145.012288,"Funding is provided to deliver an additional 82 beds at Thomas Embling Hospital in Fairfield, along with some refurbishment of existing beds and supporting infrastructure."
I_0202,Expanding mental health treatment facilities for Victoria's youth,Mental Health,Department of Health,Mental Health and Wellbeing,$141 million*,Frankston (C),Point,-38.146774,145.135629,"Funding is provided to deliver five new 10-bed youth prevention and recovery care units in the Barwon South West, Gippsland, Grampians, Hume and North Eastern Metropolitan regions."
I_0203,Expanding mental health treatment facilities for Victoria's youth,Mental Health,Department of Health,Mental Health and Wellbeing,$141 million*,Greater Dandenong (C),Point,-37.984756,145.213944,"Funding is provided to deliver five new 10-bed youth prevention and recovery care units in the Barwon South West, Gippsland, Grampians, Hume and North Eastern Metropolitan regions."
I_0204,Expanding mental health treatment facilities for Victoria's youth,Mental Health,Department of Health,Mental Health and Wellbeing,$141 million*,Greater Bendigo (C),Point,-36.756671,144.279526,"Funding is provided to deliver five new 10-bed youth prevention and recovery care units in the Barwon South West, Gippsland, Grampians, Hume and North Eastern Metropolitan regions."
I_0214,Creative State: Creative Neighbourhoods program,Arts,"Department of Jobs, Precincts and Regions",Creative Industries,$4.5 million*,Greater Bendigo (C),Point,-36.760309,144.279428,"Funding is provided for established and emerging creative neighbourhoods, promoting affordable creative spaces for artists, greater security for creative enterprises and stimulating the growth of local creative industries in metro, regional and outer-urban areas."
I_0215,Creative State: Creative Neighbourhoods program,Arts,"Department of Jobs, Precincts and Regions",Creative Industries,$4.5 million*,Moreland (C),Point,-37.772049,144.958085,"Funding is provided for established and emerging creative neighbourhoods, promoting affordable creative spaces for artists, greater security for creative enterprises and stimulating the growth of local creative industries in metro, regional and outer-urban areas."
I_0216,Creative State: Cultural and creative organisations support and recovery,Arts,"Department of Jobs, Precincts and Regions",Creative Industries,$79.2 million*,Yarra (C),Point,-37.802866,145.002817,Funding is provided to strengthen and support Victoria’s cultural and creative agencies impacted by the coronavirus (COVID-19) pandemic.
I_0217,Creative State: Cultural and creative organisations support and recovery,Arts,"Department of Jobs, Precincts and Regions",Creative Industries,$79.2 million*,Melbourne (C),Point,-37.820149,144.968105,Funding is provided to strengthen and support Victoria’s cultural and creative agencies impacted by the coronavirus (COVID-19) pandemic.
I_0230,Free Wi-Fi in Ballarat and Bendigo central business districts,Strong Communities,"Department of Jobs, Precincts and Regions","Industry, Innovation, Medical Research and Small Business",$3.6 million*,Ballarat (C),Point,-37.562581,143.850308,Funding is provided to continue free public Wi-Fi network services in the Ballarat and Bendigo central business districts for a further seven years.
I_0231,Free Wi-Fi in Ballarat and Bendigo central business districts,Strong Communities,"Department of Jobs, Precincts and Regions","Industry, Innovation, Medical Research and Small Business",$3.6 million*,Greater Bendigo (C),Point,-36.756671,144.279526,Funding is provided to continue free public Wi-Fi network services in the Ballarat and Bendigo central business districts for a further seven years.
I_0244,Suburban recovery and revitalisation,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$1 million,Greater Dandenong (C),Point,-37.948341,145.152868,Funding is provided for the Springvale Road Boulevard streetscape improvement project in Greater Dandenong.
I_0245,Addressing opportunities in place: A Thriving Central Goldfields Shire,Regional Investment,"Department of Jobs, Precincts and Regions",Regional Development,$1 million,Central Goldfields (S),Point,-37.04742,143.744459,"Funding is provided to renew the Go Goldfields Every Child, Every Chance initiative."
I_0246,Addressing opportunities in place: Latrobe Valley transition and transformation,Regional Investment,"Department of Jobs, Precincts and Regions",Regional Development,$10 million,Latrobe (C),Point,-38.217646,146.444185,Funding is provided to activate the Food Manufacturing Precinct on Alexanders Road in Morwell.
I_0247,Addressing opportunities in place: Portland Economic Diversification Plan,Regional Investment,"Department of Jobs, Precincts and Regions",Regional Development,$17 million,Glenelg (S),Point,-38.360908,141.604433,"Funding is provided for a Portland Economic Diversification Plan to support economic diversification, growth and resilience in Portland and the broader Glenelg Shire."
I_0249,Seymour revitalisation,Regional Investment,"Department of Jobs, Precincts and Regions",Regional Development,$1.6 million,Mitchell (S),Point,-37.040205,145.038273,Funding is provided to progress the design and construction of enabling infrastructure in the Hilldene Employment Precinct in Seymour.
I_0274,Fishermans Bend Innovation Precinct at the former General Motors Holden site,Strong Communities,"Department of Jobs, Precincts and Regions",Business Precincts,$179 million,Port Phillip (C),Point,-37.827957,144.928265,"Funding is provided to commence development of the former General Motors Holden site at Fishermans Bend into a centre of innovation in advanced manufacturing, engineering and design."
I_0299,Embedded Youth Outreach Program,Strong Communities,Department of Justice and Community Safety,Policing and Community Safety,$6.4 million*,Wyndham (C),Point,-37.899686,144.664233,"Funding is provided to continue the embedded Youth Outreach Program in the existing locations of Werribee and Dandenong, where police officers and youth workers are paired to provide assessment, initial support and referral for vulnerable young people and prevent possible future reoffending."
I_0300,Embedded Youth Outreach Program,Strong Communities,Department of Justice and Community Safety,Policing and Community Safety,$6.4 million*,Greater Dandenong (C),Point,-37.984899,145.213951,"Funding is provided to continue the embedded Youth Outreach Program in the existing locations of Werribee and Dandenong, where police officers and youth workers are paired to provide assessment, initial support and referral for vulnerable young people and prevent possible future reoffending."
I_0308,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Ballarat (C),Point,-37.563461,143.856903,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0309,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Yarra Ranges (S),Point,-37.654062,145.516811,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0310,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Wodonga (C),Point,-36.122055,146.884406,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0311,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.80290366,144.9504382,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0312,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.815535,144.96022,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0313,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Greater Bendigo (C),Point,-36.75749002,144.2843009,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0314,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Greater Shepparton (C),Point,-36.380765,145.398344,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0315,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.81447586,144.9600406,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0316,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Yarra (C),Point,-37.80191367,144.9796952,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0317,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.789185,144.928534,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0318,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.802483,144.9615,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0319,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Melbourne (C),Point,-37.813083,144.956287,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0320,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Yarra (C),Point,-37.802141,144.979684,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0321,Legal assistance and critical early intervention support services,Strong Communities,Department of Justice and Community Safety,Public Prosecutions and Legal Assistance,$31.1 million*,Greater Dandenong (C),Point,-37.94669062,145.1484488,Funding is provided to continue critical legal services and improve access to justice for Victorians who need support.
I_0331,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Whittlesea (C),Point,-37.591978,145.140466,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0332,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Loddon (S),Point,-36.409703,143.97312,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0333,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Mount Alexander (S),Point,-37.129194,144.413981,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0334,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Mildura (RC),Point,-34.233298,142.166592,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0335,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Moyne (S),Point,-38.381004,142.228864,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0336,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Bass Coast (S),Point,-38.672818,145.619077,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0337,Emergency service organisations infrastructure,Emergency Services,Department of Justice and Community Safety,Emergency Management Capability,$28.1 million*,Queenscliffe (B),Point,-38.288511,144.60759,"Funding is provided to enhance the facilities of emergency service organisations to provide modern, fit-for-purpose infrastructure."
I_0339,Delivering new police station infrastructure,Emergency Services,Department of Justice and Community Safety,Policing and Community Safety,$44 million*,Benalla (RC),Point,-36.555722,145.975731,"Funding is provided to deliver new and upgraded police station infrastructure, including new land for new station developments and the replacement of Benalla Police Station."
I_0343,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Greater Shepparton (C),Point,-36.383295,145.399809,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0344,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Horsham (RC),Point,-36.719073,142.196143,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0345,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Casey (C),Point,-38.132121,145.32606,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0347,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Wyndham (C),Point,-37.806207,144.66501,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0348,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Yarra Ranges (S),Point,-37.646414,145.397478,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0349,Bus service improvements and reform,Public Transport,Department of Transport,Bus Services,$74 million*,Hume (C),Point,-37.686204,144.926483,Funding is provided to progress bus network reform and for the delivery of service changes and extensions across Victoria.
I_0350,Better boating facilities,Sports and Recreation,Department of Transport,Fishing and Boating,$19 million*,Warrnambool (C),Point,-38.368532,142.498139,Critical boating infrastructure will be upgraded at Warrnambool and Lake Bullen Merri.
I_0351,Better boating facilities,Sports and Recreation,Department of Transport,Fishing and Boating,$19 million*,Corangamite (S),Point,-38.260774,143.095454,Critical boating infrastructure will be upgraded at Warrnambool and Lake Bullen Merri.
I_0352,Fisheries investment plan,Sports and Recreation,Department of Transport,Fishing and Boating,$5.9 million,Greater Shepparton (C),Point,-36.383295,145.399809,"Operational funding is provided for the fish hatchery in Shepparton. It will produce up to 1.6 million additional fish stock in Victorian waters every year, promote recreational fishing and support new jobs in the Shepparton region."
I_0354,Sustainable local ports ,Regional Investment,Department of Transport,Ports and Freight,$5.8 million*,Colac-Otway (S),Point,-38.766067,143.667183,Critical works will be undertaken on the breakwater in Apollo Bay and local port infrastructure at Lakes Entrance.
I_0355,Sustainable local ports ,Regional Investment,Department of Transport,Ports and Freight,$5.8 million*,East Gippsland (S),Point,-37.879597,147.993799,Critical works will be undertaken on the breakwater in Apollo Bay and local port infrastructure at Lakes Entrance.
I_0358,Active transport ,Roads,Department of Transport,Road Operations,$21 million*,Stonnington (C),LGA,,,A package of priority projects will be funded to promote Victoria’s walking and cycling network safety and usage.
I_0359,Active transport ,Roads,Department of Transport,Road Operations,$21 million*,Monash (C),LGA,,,A package of priority projects will be funded to promote Victoria’s walking and cycling network safety and usage.
I_0363,Tram performance,Public Transport,Department of Transport,Tram Services,$42 million,Melbourne (C),Point,-37.813533,144.965631,"The performance of the tram network will be enhanced through the installation of non-mountable tram kerbs in six Melbourne central business district locations to better separate trams and road traffic to prevent collisions, improve safety and reduce travel disruptions."
I_0364,Improving transport connections to Fishermans Bend,Public Transport,Department of Transport,Transport Infrastructure,$15 million,Port Phillip (C),Point,-37.827551,144.902585,The Government will continue planning development and protection for transit corridors within Fishermans Bend.
I_0369,Ison Road –  Rail Overpass,Roads,Department of Transport,Road Operations,$10.3 million,Wyndham (C),Point,-37.868285,144.593318,Funding is provided to progress early works for the construction of a bridge over the Geelong-Melbourne rail line to connect Ison Road through Wyndham West and the Princes Freeway corridor.
I_0371,Metropolitan Road Upgrades,Roads,Department of Transport,Road Operations,$50.9 million*,Greater Dandenong (C),Point,-37.947117,145.153145,"Funding is provided for a number of upgrades on metropolitan roads to improve safety and travel times, and to develop high-priority projects for future upgrades."
I_0372,Metropolitan Road Upgrades,Roads,Department of Transport,Road Operations,$50.9 million*,Maroondah (C),Point,-37.829848,145.244758,"Funding is provided for a number of upgrades on metropolitan roads to improve safety and travel times, and to develop high-priority projects for future upgrades."
I_0373,Metropolitan Road Upgrades,Roads,Department of Transport,Road Operations,$50.9 million*,Hume (C),Point,-37.637001,144.8031,"Funding is provided for a number of upgrades on metropolitan roads to improve safety and travel times, and to develop high-priority projects for future upgrades."
I_0374,Metropolitan Road Upgrades,Roads,Department of Transport,Road Operations,$50.9 million*,Hume (C),Point,-37.637391,144.901532,"Funding is provided for a number of upgrades on metropolitan roads to improve safety and travel times, and to develop high-priority projects for future upgrades."
I_0375,Metropolitan Road Upgrades,Roads,Department of Transport,Road Operations,$50.9 million*,Whittlesea (C),Point,-37.637326,145.02637,"Funding is provided for a number of upgrades on metropolitan roads to improve safety and travel times, and to develop high-priority projects for future upgrades."
